وملائكته,5
ورسله,12
وجبريل,2
وميكىال,1
انزلنا,25
ءايات,52
بينات,16
يكفر,15
بها,79
الفاسقون,9
اوكلما,1
عاهدوا,4
نبذه,1
اكثرهم,38
نبذ,1
اوتوا,32
وراء,11
ظهورهم,5
كانهم,11
واتبعوا,13
تتلوا,4
الشياطين,13
ملك,31
سليمان,10
كفر,20
السحر,6
الملكين,1
ببابل,1
هاروت,1
وماروت,1
يعلمان,1
احد,30
يقولا,1
فتنة,22
تكفر,1
فيتعلمون,1
منهما,10
يفرقون,2
المرء,4
وزوجه,1
بضارين,1
ويتعلمون,1
يضرهم,3
ينفعهم,4
علموا,1
لمن,94
اشترىاه,2
له,275
خلاق,3
ولبئس,4
شروا,1
لمثوبة,1
تقولوا,15
راعنا,1
انظرنا,1
اهل,43
المشركين,24
يختص,2
برحمته,2
ذو,25
الفضل,14
العظيم,36
ننسخ,1
ءاية,47
ننسها,1
نات,1
بخير,6
مثلها,5
تعلم,9
ولي,23
نصير,9
تريدون,5
تسلوا,3
رسولكم,2
سئل,1
يتبدل,1
الكفر,11
بالإيمان,5
فقد,57
ضل,18
السبيل,28
ود,2
كثير,10
يردونكم,1
كفارا,2
حسدا,1
تبين,10
فاعفوا,1
واصفحوا,1
ياتي,22
بامره,12
تقدموا,4
لانفسكم,6
تجدوه,2
يدخل,8
هودا,6
نصارىا,5
تلك,28
امانيهم,1
هاتوا,4
برهانكم,4
اسلم,7
وجهه,11
محسن,4
فله,10
اجره,3
وقالت,13
اليهود,8
ليست,2
النصارىا,3
يتلون,5
مثل,47
قولهم,8
فالله,6
يحكم,17
بينهم,58
فيما,24
يختلفون,10
ممن,31
منع,4
مساجد,3
يذكر,9
اسمه,5
وسعىا,2
خرابها,1
يدخلوها,2
خائفين,1
ولله,27
المشرق,6
والمغرب,5
فاينما,1
تولوا,23
فثم,1
وجه,10
واسع,8
اتخذ,17
ولدا,13
سبحانه,14
قانتون,2
بديع,2
قضىا,9
امرا,18
فإنما,30
كن,11
فيكون,10
وقال,85
لولا,38
يكلمنا,1
تاتينا,4
قبلهم,52
تشابهت,1
بينا,3
الايات,31
لقوم,51
ارسلناك,12
بشيرا,4
ونذيرا,8
تسل,1
الجحيم,23
ترضىا,2
عنك,8
تتبع,8
ملتهم,2
الهدىا,20
ولئن,33
اتبعت,3
اهواءهم,12
جاءك,11
العلم,28
ءاتيناهم,16
يتلونه,1
حق,34
تلاوته,1
تنفعها,1
ابتلىا,1
إبراهم,15
بكلمات,2
فاتمهن,1
جاعلك,1
إماما,4
ذريتي,4
ينال,2
عهدي,1
جعلنا,29
البيت,12
مثابة,1
وامنا,1
واتخذوا,6
مقام,7
مصلى,1
وعهدنا,1
وإسماعيل,9
طهرا,1
بيتي,3
للطائفين,2
والعاكفين,1
والركع,2
السجود,6
اجعل,8
بلدا,1
وارزق,1
اهله,14
فامتعه,1
اضطره,1
وبئس,15
المصير,23
يرفع,2
القواعد,2
ربنا,106
تقبل,4
منا,33
السميع,19
واجعلنا,2
مسلمين,9
ذريتنا,1
امة,49
وارنا,1
مناسكنا,1
وتب,2
وابعث,2
فيهم,16
رسولا,23
يتلوا,7
ءاياتك,3
ويعلمهم,3
والحكمة,11
ويزكيهم,3
العزيز,64
يرغب,1
ملة,9
سفه,1
نفسه,26
اصطفيناه,1
وإنه,24
الصالحين,19
إذ,165
اسلمت,2
لرب,4
ووصىا,1
بنيه,1
ويعقوب,11
اصطفىا,3
تموتن,2
مسلمون,14
شهداء,12
حضر,5
يعقوب,5
لبنيه,1
بعدي,4
إلاهك,2
وإلاه,2
ءابائك,1
وإسحاق,9
إلاها,16
واحدا,5
خلت,15
لها,41
كسبت,16
كسبتم,3
تسلون,5
تهتدوا,2
حنيفا,10
قولوا,2
إلينا,19
والاسباط,4
اوتي,14
وعيسىا,5
النبيون,2
نفرق,3
بمثل,6
ءامنتم,9
اهتدوا,4
شقاق,5
فسيكفيكهم,1
صبغة,2
احسن,32
عابدون,4
اتحاجوننا,1
وربكم,10
ولنا,1
اعمالنا,3
اعمالكم,9
مخلصون,1
ءانتم,7
كتم,1
شهادة,5
عنده,23
سيقول,4
ولىاهم,1
قبلتهم,2
عليها,46
يهدي,43
مستقيم,26
وكذالك,38
جعلناكم,2
وسطا,1
لتكونوا,2
ويكون,3
الرسول,45
شهيدا,20
القبلة,1
كنت,51
لنعلم,4
يتبع,5
ينقلب,4
عقبيه,3
ليضيع,1
بالناس,3
لرءوف,5
رحيم,61
نرىا,5
تقلب,3
وجهك,7
فلنولينك,1
قبلة,3
ترضىاها,1
فول,3
شطر,3
المسجد,15
الحرام,23
وحيث,2
فولوا,2
وجوهكم,6
شطره,2
ليعلمون,1
اتيت,1
تبعوا,1
قبلتك,1
بتابع,2
إذا,221
يعرفونه,2
يعرفون,4
ابناءهم,5
ليكتمون,1
تكونن,9
الممترين,4
ولكل,8
وجهة,1
موليها,1
فاستبقوا,3
الخيرات,8
اين,14
يات,10
خرجت,2
للحق,7
لئلا,3
يكون,35
حجة,3
تخشوهم,2
واخشوني,1
ولاتم,1
ولعلكم,9
ارسلنا,51
فيكم,11
ءاياتنا,34
ويزكيكم,1
ويعلمكم,3
فاذكروني,1
اذكركم,1
واشكروا,5
لي,61
استعينوا,2
الصابرين,10
يقتل,3
سبيل,87
اموات,2
احياء,4
تشعرون,4
ولنبلونكم,2
بشيء,6
الخوف,4
والجوع,1
ونقص,2
الاموال,3
والانفس,1
والثمرات,1
اصابتهم,2
مصيبة,10
صلوات,1
ورحمة,24
المهتدون,1
الصفا,1
والمروة,1
شعائر,4
حج,2
اعتمر,1
جناح,26
يطوف,2
بهما,3
تطوع,2
خيرا,37
شاكر,1
يكتمون,5
والهدىا,1
بيناه,1
يلعنهم,1
ويلعنهم,1
اللاعنون,1
تابوا,10
واصلحوا,6
وبينوا,1
اتوب,1
وانا,26
وماتوا,4
كفار,8
لعنة,7
والملائكة,14
والناس,5
اجمعين,23
خالدين,44
ينظرون,25
وإلاهكم,2
إلاه,73
واختلاف,4
اليل,59
والنهار,26
والفلك,2
ينفع,8
فاحيا,4
موتها,11
وبث,3
دابة,14
وتصريف,2
الرياح,10
والسحاب,1
المسخر,1
لايات,29
يعقلون,22
يتخذ,11
يحبونهم,1
كحب,1
حبا,7
يرى,1
يرون,8
القوة,3
وان,68
شديد,35
تبرا,2
اتبعوا,12
وراوا,3
وتقطعت,1
الاسباب,3
كرة,4
فنتبرا,1
تبرءوا,1
يريهم,1
اعمالهم,27
حسرات,2
بخارجين,2
حلالا,4
طيبا,6
تتبعوا,8
خطوات,5
مبين,84
بالسوء,4
والفحشاء,2
نتبع,4
الفينا,1
ءاباءنا,10
اولو,7
ءاباؤهم,4
يهتدون,10
ومثل,3
ينعق,1
يسمع,7
دعاء,6
ونداء,1
إياه,8
حرم,21
الميتة,4
والدم,4
ولحم,5
الخنزير,3
لغير,4
اضطر,4
باغ,3
عاد,17
إثم,6
غفور,52
ويشترون,1
ياكلون,7
بطونهم,3
يكلمهم,3
يزكيهم,2
والعذاب,1
بالمغفرة,1
اصبرهم,1
بان,17
نزل,22
اختلفوا,9
لفي,29
بعيد,14
ليس,47
البر,19
والكتاب,8
والنبين,3
وءاتى,3
المال,4
حبه,2
ذوي,2
وابن,8
والسائلين,1
الرقاب,3
واقام,2
والموفون,1
بعهدهم,1
والصابرين,4
الباساء,2
والضراء,5
وحين,5
الباس,2
صدقوا,5
المتقون,6
كتب,23
القصاص,2
القتلى,1
الحر,3
بالحر,1
والعبد,1
بالعبد,1
والانثىا,4
بالانثىا,2
عفي,1
اخيه,10
فاتباع,1
بالمعروف,20
واداء,1
بإحسان,3
تخفيف,1
اعتدىا,4
يااولي,5
الالباب,16
احدكم,7
ترك,12
الوصية,2
للوالدين,1
والاقربين,3
حقا,17
المتقين,23
بدله,2
سمعه,2
إثمه,1
يبدلونه,1
سميع,21
خاف,5
موص,1
جنفا,1
إثما,7
فاصلح,1
الصيام,3
معدودات,3
مريضا,3
سفر,5
فعدة,2
ايام,20
اخر,2
وعلى,23
يطيقونه,1
فدية,3
مسكين,2
فهو,28
تصوموا,1
شهر,4
رمضان,1
القرءان,43
وبينات,1
شهد,4
الشهر,4
فليصمه,1
يريد,38
اليسر,1
العسر,3
ولتكملوا,1
العدة,2
ولتكبروا,1
هدىاكم,4
سالك,1
عبادي,10
عني,6
فإني,6
قريب,14
اجيب,1
دعوة,4
الداع,3
دعان,1
فليستجيبوا,2
وليؤمنوا,1
بي,12
لعلهم,41
يرشدون,1
احل,7
الرفث,1
نسائكم,5
هن,7
لباس,3
لهن,13
انكم,14
تختانون,1
وعفا,1
فالان,1
باشروهن,1
وابتغوا,3
وكلوا,5
يتبين,3
الخيط,2
الابيض,1
الاسود,1
الفجر,6
اتموا,1
تباشروهن,1
عاكفون,2
المساجد,2
حدود,12
تقربوها,1
يتقون,18
تاكلوا,8
اموالكم,11
بينكم,29
وتدلوا,1
الحكام,1
لتاكلوا,2
اموال,5
يسلونك,9
الاهلة,1
مواقيت,1
والحج,1
وليس,5
تاتوا,1
البيوت,4
ظهورها,2
اتقىا,5
ابوابها,3
تفلحون,11
وقاتلوا,5
يقاتلونكم,4
تعتدوا,3
يحب,39
المعتدين,4
واقتلوهم,3
ثقفتموهم,2
واخرجوهم,1
اخرجوكم,1
والفتنة,2
القتل,5
تقاتلوهم,1
يقاتلوكم,5
قاتلوكم,2
فاقتلوهم,1
انتهوا,4
وقاتلوهم,2
تكون,25
عدوان,2
بالشهر,1
والحرمات,1
قصاص,2
فاعتدوا,1
واعلموا,18
وانفقوا,8
تلقوا,1
بايديكم,2
التهلكة,1
واحسنوا,2
واتموا,1
الحج,8
والعمرة,1
احصرتم,1
استيسر,2
الهدي,4
تحلقوا,1
رءوسكم,2
يبلغ,5
محله,2
اذى,7
راسه,3
ففدية,1
صيام,1
صدقة,4
نسك,1
فإذا,87
امنتم,4
تمتع,2
بالعمرة,1
يجد,8
فصيام,4
ثلاثة,11
وسبعة,1
رجعتم,2
كاملة,2
يكن,32
حاضري,1
العقاب,16
اشهر,5
معلومات,2
فرض,4
فيهن,9
رفث,1
فسوق,2
جدال,1
يعلمه,5
وتزودوا,1
الزاد,1
التقوىا,6
واتقون,1
تبتغوا,2
فضلا,9
افضتم,2
عرفات,1
فاذكروا,7
المشعر,1
واذكروه,1
قبله,17
افيضوا,2
افاض,1
واستغفروا,3
قضيتم,2
مناسككم,1
كذكركم,1
ءاباءكم,3
ذكرا,10
ءاتنا,4
حسنة,17
وقنا,2
نصيب,10
كسبوا,15
سريع,9
الحساب,16
تعجل,3
يومين,3
تاخر,2
تحشرون,8
يعجبك,1
قوله,2
ويشهد,1
قلبه,5
الد,1
الخصام,2
تولىا,9
سعىا,3
ليفسد,1
ويهلك,1
والنسل,1
الفساد,6
اتق,2
اخذته,2
العزة,8
فحسبه,1
جهنم,72
المهاد,5
يشري,1
ابتغاء,11
مرضات,4
رءوف,6
بالعباد,5
السلم,6
كافة,5
زللتم,1
جاءتكم,5
فاعلموا,6
عزيز,24
حكيم,39
هل,67
ياتيهم,15
ظلل,3
وقضي,5
الامر,32
وإلى,17
ترجع,6
الامور,13
سل,1
كم,12
بينة,14
يبدل,4
نعمة,16
جاءته,1
زين,11
ويسخرون,2
اتقوا,29
فوقهم,13
يرزق,4
حساب,7
واحدة,29
فبعث,2
مبشرين,4
ومنذرين,4
ليحكم,5
اختلف,2
اوتوه,1
جاءتهم,18
فهدى,1
بإذنه,9
حسبتم,3
تدخلوا,6
ياتكم,6
مستهم,3
وزلزلوا,2
معه,34
متىا,9
نصر,7
انفقتم,4
فللوالدين,1
القتال,8
كره,9
وعسىا,2
تكرهوا,3
تحبوا,1
شر,15
قتال,2
كبير,10
وصد,2
وكفر,3
والمسجد,2
وإخراج,1
اكبر,18
يزالون,2
يردوكم,3
دينكم,10
استطاعوا,4
يرتدد,1
دينه,2
فيمت,1
حبطت,6
والاخرة,19
هاجروا,5
وجاهدوا,10
يرجون,11
رحمت,6
الخمر,3
والميسر,3
فيهما,8
ومنافع,3
وإثمهما,1
نفعهما,1
ويسلونك,6
العفو,2
تتفكرون,3
اليتامىا,5
إصلاح,2
تخالطوهم,1
فإخوانكم,3
المفسد,1
المصلح,1
لاعنتكم,1
تنكحوا,4
المشركات,1
يؤمن,27
ولامة,1
مؤمنة,6
مشركة,2
اعجبتكم,2
ولعبد,1
مؤمن,11
مشرك,2
اعجبكم,1
يدعون,27
يدعوا,8
والمغفرة,1
ويبين,2
يتذكرون,7
المحيض,3
فاعتزلوا,1
النساء,25
تقربوهن,1
يطهرن,1
تطهرن,1
فاتوهن,3
امركم,4
التوابين,1
ويحب,1
المتطهرين,1
نساؤكم,1
حرث,4
حرثكم,2
انىا,15
وقدموا,1
ملاقوه,1
المؤمنين,78
عرضة,1
لايمانكم,1
تبروا,1
وتتقوا,8
وتصلحوا,1
يؤاخذكم,4
باللغو,3
ايمانكم,15
حليم,10
يؤلون,1
نسائهم,3
تربص,1
اربعة,7
فاءو,1
عزموا,1
الطلاق,3
والمطلقات,1
يتربصن,2
بانفسهن,2
قروء,1
يحل,5
يكتمن,1
ارحامهن,1
وبعولتهن,1
احق,11
بردهن,1
ارادوا,4
إصلاحا,2
ولهن,2
عليهن,11
وللرجال,1
درجة,4
مرتان,1
فإمساك,1
بمعروف,6
تسريح,1
تاخذوا,2
ءاتيتموهن,4
يخافا,1
يقيما,3
خفتم,7
عليهما,8
افتدت,1
تعتدوها,1
يتعد,2
الظالمون,24
طلقها,2
تحل,2
تنكح,1
زوجا,1
غيره,13
يتراجعا,1
ظنا,3
وتلك,11
يبينها,1
طلقتم,4
فبلغن,2
اجلهن,5
فامسكوهن,3
سرحوهن,1
تمسكوهن,1
ضرارا,2
لتعتدوا,1
ظلم,6
تتخذوا,13
نعمت,8
يعظكم,4
تعضلوهن,2
ينكحن,1
ازواجهن,1
تراضوا,1
يوعظ,2
ازكىا,4
واطهر,2
والوالدات,1
يرضعن,1
اولادهن,2
حولين,1
كاملين,1
يتم,3
الرضاعة,2
المولود,1
رزقهن,1
وكسوتهن,1
تكلف,2
وسعها,5
تضار,1
والدة,1
بولدها,1
مولود,2
بولده,1
الوارث,1
ارادا,1
فصالا,1
تراض,2
وتشاور,1
اردتم,3
تسترضعوا,1
اولادكم,7
سلمتم,1
ءاتيتم,3
يتوفون,2
ويذرون,3
ازواجا,14
وعشرا,1
بلغن,2
فعلن,2
انفسهن,2
خبير,25
عرضتم,1
خطبة,1
اكننتم,1
ستذكرونهن,1
تواعدوهن,1
سرا,6
معروفا,6
تعزموا,1
عقدة,3
النكاح,3
اجله,2
فاحذروه,1
تمسوهن,3
تفرضوا,1
فريضة,5
ومتعوهن,1
الموسع,1
قدره,5
المقتر,1
متاعا,7
طلقتموهن,2
فرضتم,2
فنصف,1
يعفون,1
يعفوا,1
بيده,5
تعفوا,3
اقرب,9
للتقوىا,4
تنسوا,1
حافظوا,1
الصلوات,1
الوسطىا,1
وقوموا,1
قانتين,1
فرجالا,1
ركبانا,1
علمكم,4
وصية,6
لازواجهم,1
الحول,1
إخراج,1
خرجن,1
معروف,5
وللمطلقات,1
متاع,16
تر,31
خرجوا,5
الوف,1
موتوا,2
احياهم,1
لذو,8
اكثر,31
